,author,statement,source,target
13277,Tom Kertscher,"['republican-sponsored', 'wisconsin', 'mining', 'bill', 'take', 'least', 'seven', 'years', 'create', 'jobs']",Chris Larson,barely-true
13278,Bill Wichert,"['says', 'chris', 'christie', 'vetoed', 'jobs', 'package', '30', 'bills']",Stephen Sweeney,half-true
13279,Michael McKinney,"['religious', 'groups', 'like', 'knights', 'columbus', 'forced', 'allow', 'same-sex', 'marriage', 'ceremonies', 'facilities', 'beliefs']",National Organization for Marriage,pants-fire
13280,• January,"['says', 'abortion', 'clinics', 'oregon', 'states', 'state', 'oversight', 'held', 'basic', 'health', 'safety', 'standards']",Gayle Atteberry,barely-true
13281,Amy Sherman,"['people', 'committed', 'involuntarily', '72', 'hours', 'baker', 'act', 'get', 'guns', 'back', 'automatically', 'immediately', 'upon', 'discharge', '...', 'commitment', 'never', 'entered', 'background', 'check', 'database']",Mike Ryan,half-true
13282,Louis Jacobson,"['president', 'barack', 'obama', '8.3', 'million', 'fewer', 'americans', 'working', 'today', 'four', 'years', 'ago']",Sean Hannity,false
13283,Jake Berry,"['we', 'fourth', 'highest', 'in-state', 'tuition', 'public', 'universities', 'country']",Maggie Hassan,true
13284,W. Gardner,"['last', 'time', 'republicans', 'held', 'hostage', 'resolution', 'ensure', 'our', 'country', 'bills', 'paid', 'cost', 'us', '$', '1', 'billion', 'added', 'interest', 'slowed', 'economic', 'recovery']",Lloyd Doggett,half-true
13285,Janel Davis,"['says', 'u', 'rep', 'john', 'barrow', 'd-ga', 'celebrates', 'gun', 'ownership', 'even', 'face', 'school', 'shootings']",Coalition to Stop Gun Violence,pants-fire
13286,Molly Moorhead,"['tax', 'penalty', 'government', 'imposes', 'if', 'buy', 'health', 'insurance', 'lower', 'would', 'cost', 'buy', 'insurance']",Ron DeSantis,true
13287,Nancy Madsen,"['says', 'virginia', 'economic', 'development', 'officials', 'decided', 'want', 'bid', ""company's"", 'electric', 'automobile', 'plant']",Terry McAuliffe,false
13288,Dave Umhoefer,"['milwaukee', 'county', 'board', 'staff', 'grew', 'four', 'workers', '38', 'four', 'decades', 'costs', 'taxpayers', 'lot', 'total', 'county', 'workforce', 'cut', 'half', 'period']",Chris Abele,mostly-true
13289,Bill Wichert,"['says', 'chris', 'christie', 'plan', 'kick-start', 'our', 'economy', 'propose', 'income', 'tax', 'cut', 'disproportionately', 'benefits', 'wealthy', '...', ""he's"", 'still', 'proposing']",Barbara Buono,pants-fire
13290,Henry J.,"['says', 'ohio', 'economic', 'recovery', 'started', 'february', '2010']",Ted Strickland,mostly-true
13291,Becky Bowers,"['even', 'members', 'nra', 'polled', 'recently', 'impression', 'everyone', 'criminal', 'background', 'check']",Jackie Speier,mostly-true
13292,Louis Jacobson,"['poverty', 'levels', 'all-time', 'high']",Bernie Sanders,barely-true
13293,W. Gardner,"['says', 'texas', 'majority', 'hispanic', 'six', 'years']",George P. Bush,barely-true
13294,Eric Stirgus,"['wind', 'powers', 'nearly', '13', 'million', 'homes', 'across', 'country']",Jennette Gayer,mostly-true
13295,C. Eugene,"['governor', 'power', 'veto', 'referendum', '[', 'same-sex', 'marriage', ']', 'would', 'constitutional', 'amendment']",Christopher Plante,mostly-true
13296,Tom Feran,"['ironic', 'first', 'energy', 'corp', 'going', 'name', 'our', 'football', 'stadium', 'we', 'cleveland', 'public', 'power', 'supply', 'electricity']",Mike Polensek,true
13297,Katie Sanders,"['says', 'rick', 'scott', 'proposal', 'election', 'reform', 'mandates', '48', 'hours', 'early', 'voting']",Pink Slip Rick,mostly-true
13298,Katie Sanders,"['says', 'elections', 'proposal', 'would', 'allow', 'potential', '168', 'hours', 'early', 'voting', 'think', 'we', 'ever']",Rick Scott,true
13299,Eric Stirgus,"['social', 'security', 'nothing', 'federal', 'deficit']",Hank Johnson,barely-true
13300,Ian K.,"['says', 'next', 'biennium', 'cost', 'primary', 'secondary', 'education', 'going', 'increase', '$', '1000', 'per', 'student', 'half', '$', '1000', '$', '500', 'per', 'student', 'accounted', 'increased', 'cost', 'pers', 'alone']",John Kitzhaber,true
13301,Katie Sanders,"['says', 'recent', 'study', 'shows', 'florida', 'students', 'second', 'world', 'fourth', 'grade', 'reading', 'behind', 'singapore']",Rick Scott,mostly-true
13302,Dave Umhoefer,"['nearly', 'quarter', 'adults', 'state', 'college', 'credit', 'without', 'degree']",Scott Walker,mostly-true
13303,Tom Feran,"['abraham', 'lincoln', 'visited', 'say', 'even', 'danced', 'ohio', 'senate', 'chamber']",Keith Faber,true
13304,W. Gardner,"['says', 'austin', 'treated', 'wastewater', 'put', 'colorado', 'river', 'higher', 'quality', 'water', 'city', 'takes', 'lake', 'public', 'use']",Lee Leffingwell,half-true
13305,Nancy Madsen,"['virginia', 'spends', 'less', 'per', 'student', 'today', 'we', '2008']",David Toscano,true
13306,Dave Umhoefer,"['thanks', 'washington', 'nearly', 'everyone', 'pay', 'taxes', '2013', 'somehow', 'people', 'think', 'wealthy']",Scott Walker,half-true
13307,Caryn Shinske,"['total', 'we', 'added', 'nearly', '75,000', 'private', 'sector', 'jobs', 'new', 'jersey', 'since', 'we', 'took', 'office', 'january', '2010']",Chris Christie,true
13308,Michael McKinney,"['average', 'age', 'first', 'marijuana', 'use', '12']",Protect Families First,false
13309,Tom Kertscher,"['kohl', 'department', 'stores', '2012', 'announced', 'creation', '3,000', 'new', 'jobs']",Scott Walker,half-true
13310,Janie Har,"['costs', '$', '10,000', 'year', 'keep', 'child', 'school', 'costs', '$', '30,000', 'year', 'keep', 'someone', 'prison']",John Kitzhaber,true
13311,Louis Jacobson,"['since', '1968', 'americans', 'died', 'gunfire', 'died', '…', 'wars', ""country's"", 'history']",Mark Shields,true
13312,Louis Jacobson,"['2011', 'people', 'murdered', 'knives', 'hands', 'feet', 'clubs', 'hammers', 'type', 'rifle']",Facebook posts,true
13313,Tom Feran,"['2', 'member', 'house', 'terms', 'length', 'service']",William G. Batchelder,true
13314,Janel Davis,"['2010', '2,694', 'young', 'people', 'killed', 'gunfire', '1,773', 'victims', 'homicide', '67', 'elementary', 'school-age', 'children']",College presidents,mostly-true
13315,C. Eugene,"['state', 'budget', 'proposal', 'submitted', 'time', '[', ']', 'earliest', 'governor', 'done', 'two', 'decades']",Lincoln Chafee,true
13316,Caryn Shinske,"['gross', 'income', 'tax', 'receipts', 'exceeding', 'administration', 'projections', 'fiscal', 'year', 'prior', 'sandy']",Chris Christie,true
13317,Joe Guillen,"['unlike', 'gridlock', 'washington', '80', 'percent', 'bills', 'we', 'passed', 'general', 'assembly', 'bipartisan', 'support']",Tom Niehaus,true
13318,W. Gardner,"['says', 'texas', 'public', 'school', 'funding', 'grew', 'three', 'times', 'rate', 'enrollment', '2002', '2012']",Rick Perry,false
13319,Amy Sherman,"['united', 'states', 'immigration', 'system', '6.5', 'percent', 'people', 'come', 'come', 'based', 'labor', 'skill']",Marco Rubio,mostly-true
13320,Tom Kertscher,"['minnesota', 'well', '6,200', 'election-day', 'registrations', '2008', 'proved', 'fraudulent']",Club for Growth,false
13321,Janel Davis,"['u', 'senate', 'candidate', 'todd', 'akin', 'partly', 'right', ""woman's"", 'body', 'way', 'shutting', 'pregnancy', 'occur', 'if', 'raped']",Phil Gingrey,false
13322,Tom Feran,"['members', 'congress', 'specifically', 'exempted', 'many', 'laws', 'passed', 'exempt', 'fear', 'prosecution', 'sexual', 'harassment', '...', 'healthcare', 'reform']",Chain email,pants-fire
13323,C. Eugene,"['semi-automatic', 'weapons', 'whether', 'pistol', 'rifle', 'designed', 'use', 'military', 'battlefield']",Providence City Council,false
13324,Katie Sanders,"['sponsored', 'amendment', 'expanded', 'hours', 'early', 'voting', 'people', 'irregular', 'work', 'schedules', 'could', 'vote']",Don Gaetz,half-true
13325,Sue Owen,"['says', 'our', 'region', '2011', 'worst', 'drought', 'year', 'ever', 'recorded']",Kirk Watson,true
13326,Willoughby Mariano,"['fiscal', 'cliff', 'deal', 'increased', 'spending']",Tom Price,half-true
13327,Jake Berry,"['even', 'if', 'took', 'literally', 'every', 'single', 'ounce', 'platinum', 'world', 'still', 'add', 'enough', 'needed', 'pay', 'our', 'nation', 'debt']",National Republican Congressional Committee,true
13328,Dave Umhoefer,"['200', 'consumer', 'laws', 'destroyed', '2011', 'gov', 'scott', 'walker', 'signed', 'act', '92']",Vince Megna,false
13329,Sabrina Eaton,"['seven', 'america', '10', 'wealthiest', 'counties', 'washington', 'c', 'area']",Jim Jordan,true
13330,Eric Stirgus,"['[', 'w', ']', 'e', 'see', ""america's"", 'prison', 'population', 'exploding', 'america', 'greater', 'percentage', 'people', 'behind', 'bars', 'nation', 'world']",Hank Johnson,mostly-true
13331,Tom Kertscher,"['since', 'federal', 'violence', 'women', 'act', 'adopted', '1994', 'cases', 'domestic', 'violence', 'fallen', '67', 'percent']",Gwen Moore,mostly-true
13332,Bill Wichert,"['says', 'much', 'money', 'government', 'collecting', 'people', '...', 'terms', 'gross', 'domestic', 'product', 'lowest', '40', '50', 'years']",Bill Pascrell,mostly-true
13333,Michael McKinney,"['amount', 'money', 'we', 'put', 'running', 'our', 'state', 'legislature', 'nearly', 'much', 'we', 'put', 'university', 'rhode', 'island']",Dawson Hodgson,false
13334,Ian K.,"['says', 'if', 'bike', 'crosswalk', 'dip', 'wheel', 'road', 'cars', 'must', 'legally', 'stop']",BikePortland.org,true
13335,Amy Sherman,"['says', 'chuck', 'hagel', 'opposed', 'sanctions', 'iran']",Ileana Ros-Lehtinen,half-true
13336,Tom Feran,"['members', 'congress', 'retire', 'pay', 'one', 'term', 'office']",Chain email,pants-fire
13337,Willoughby Mariano,"['fiscal', 'cliff', 'deal', 'ultimately', 'raised', 'taxes']",Tom Price,half-true
13338,Sue Owen,"['says', '11', 'states', 'people', 'welfare', 'employed']",Chain email,pants-fire
13339,Nancy Madsen,"['says', 'transportation', 'plan', 'would', 'make', 'virginia', 'first', 'state', 'nation', 'eliminate', 'state', 'tax', 'gasoline']",Bob McDonnell,true
13340,Caryn Shinske,"['far', 'different', 'picture', 'prior', 'eight', 'years', 'saw', '115', 'increases', 'taxes', 'fees']",Chris Christie,true
13341,W. Gardner,"['says', 'texas', 'dead', 'last', 'support', 'mental', 'health']",Wendy Davis,mostly-true
13342,Sabrina Eaton,"['obamacare', 'includes', '$', '63', 'charge', 'every', 'american', 'begin', 'paying', '2013', 'way', 'cover', 'increased', 'costs', 'associated', 'providing', 'health', 'insurance', 'pre-existing', 'conditions']",Jim Renacci,barely-true
13343,C. Eugene,"['our', 'numbers', 'going', 'airport']",James Bennett,pants-fire
13344,Katie Sanders,"['four', 'years', 'became', 'governor', 'we', 'increased', 'state', 'debt', '$', '5.2', 'billion', ""we've"", 'paid', '$', '2', 'billion']",Rick Scott,half-true
13345,Tom Kertscher,"['every', 'day', '34', 'americans', 'murdered', 'guns']",Pardeep Kaleka,mostly-true
13346,Caryn Shinske,"['says', 'fiscal', 'year', '2011', 'state', 'projected', '$', '11', 'billion', 'deficit']",Chris Christie,half-true
13347,Willoughby Mariano,"['same-sex', 'marriage']",Kasim Reed,full-flop
13348,Tom Feran,"[""ohio's"", 'judges', 'compared', 'similar', 'states', 'woefully', 'underpaid']",Bill Seitz,mostly-true
13349,Amy Sherman,"['president', 'obama', 'says', 'options', 'table', 'preventing', 'nuclear', 'iran', 'hagel', 'says', 'military', 'action', 'viable', 'feasible', 'responsible', 'option']",Emergency Committee for Israel,barely-true
13350,Aaron Sharockman,"['says', 'federal', 'plan', 'expand', 'medicaid', 'would', 'cost', 'florida', 'taxpayers', '$', '26', 'billion', '10', 'years']",Rick Scott,false
13351,W. Gardner,"['says', '31', 'percent', 'texas', 'physicians', 'accept', 'new', 'medicaid', 'patients', '67', 'percent', '2000']",Texas Medical Association,mostly-true
13352,Eric Stirgus,"['u', 'sen', 'saxby', 'chambliss', 'votes', 'democrats', 'conservatives']",Amy Kremer,false
13353,John Hill,"['eleven', 'states', 'complete', '[', 'legislative', ']', 'sessions', 'within', 'three', 'calendar', 'months', 'another', 'five', 'meet', 'biennially']",Kenneth Block,mostly-true
13354,Aaron Marshall,"['says', 'detroit', 'dumping', 'bunch', 'sewage', 'lake', 'erie', 'causes', 'big', 'problems', 'ohio']",John Kasich,half-true
13355,Nancy Madsen,"['20', 'times', 'energy', 'proposed', 'southside', 'uranium', 'mining', 'site', 'oil', 'estimated', 'virginia', 'coast']",Patrick Wales,true
13356,Dave Umhoefer,"['our', 'pension', 'system', 'one', 'country', '100', 'percent', 'funded']",Scott Walker,true
13357,Caryn Shinske,"['hurricane', 'sandy', 'destructive', 'atlantic', 'storm', 'ever']",Environment New Jersey,barely-true
13358,C. Eugene,"['switzerland', 'government', 'issues', 'every', 'household', 'gun', '. . .', 'lowest', 'gun', 'related', 'crime', 'rate', 'civilized', 'country', 'world']",Facebook posts,pants-fire
13359,Ian K.,"['says', 'last', 'year', 'graduation', 'rate', 'our', 'combined', 'six-district', 'footprint', 'jumped', '5.5', 'percent']",Sam Adams,half-true
13360,Amy Sherman,"['report', '#gop', 'insisting', 'changes', 'social', 'security', 'part', '#fiscalcliff', 'false', 'btw', 'changes', 'supported', '@barackobama']",Marco Rubio,half-true
13361,W. Gardner,"['says', 'according', 'many', 'reports', 'even', 'our', 'data', 'state', 'texas', 'spent', 'medicaid', 'orthodontia', 'states', 'combined']",Lois Kolkhorst,half-true
13362,Stephen Koff,"['so-called', 'doc', 'fix', 'fiscal', 'cliff', 'deal', 'cut', 'payments', 'treating', 'illnesses', 'disproportionately', 'impacting', 'minorities', 'including', 'end', 'stage', 'renal', 'disease', 'diabetes']",Marcia Fudge,mostly-true
13363,Willoughby Mariano,"['taxpayers', 'hook', '...', 'less', 'third', 'proposed', 'new', 'atlanta', 'falcons', 'stadium', 'funds', 'repaid', 'money', 'comes', 'outsiders']",Nathan Deal,half-true
13364,Sue Owen,"['says', 'george', 'washington', 'said', 'free', 'people', 'armed', 'guard', 'government', 'tyranny']",Louie Gohmert,false
13365,Bill Wichert,"['says', '10', 'days', 'hurricane', 'katrina', 'chamber', 'passed', 'two', 'separate', 'bills', 'amounting', '$', '60', 'billion', 'nearly', 'two', 'months', 'since', 'we', 'superstorm', 'sandy', 'nothing', 'passed']",Robert Menendez,true
13366,Tom Feran,"['problem', 'raising', 'tax', 'rates', 'wealthiest', 'americans', 'half', 'small', 'business', 'owners']",John Boehner,false
13367,Becky Bowers,"['aig', 'fully', 'repaid', 'federal', 'government', 'plus', 'profit', '$', '22', 'billion']",American International Group,mostly-true
13368,Tom Kertscher,"['among', 'milwaukee', 'public', 'schools', 'students', '86', 'percent', 'behind', 'reading', '80', 'percent', 'behind', 'math']",Don Pridemore,true
13369,Tom Feran,"['individuals', 'mental', 'illnesses', 'die', 'average', '25', 'years', 'earlier', 'without', 'mental', 'illness']",Terry Russell,true
13370,Willoughby Mariano,"['connecticut', 'fifth', 'toughest', 'gun', 'control', 'laws', 'country', 'including', 'assault', 'weapons', 'ban', 'bans', '35', 'different', 'weapons']",Jack Kingston,true
13371,Sue Owen,"['says', 'texas', 'law', 'takes', 'six', 'years', 'close', 'failing', 'school']",David Dewhurst,false
13372,Tom Kertscher,"['$', '1', 'trillion', 'spent', 'anti-poverty', 'programs', '2011', 'enough', 'give', 'every', 'single', 'poor', 'american', 'check', '$', '22,000']",Paul Ryan,half-true
13373,Bill Wichert,"['says', 'our', 'economy', 'new', 'jersey', 'gets', '$', '38', 'billion', 'businesses', 'shore']",Chris Christie,false
13374,John Hill,"['u', 'know', 'block', 'island', 'wind', 'farm', 'would', 'mean', '40', '%', 'est', 'drop', 'bi', 'electric', 'rates']",Deepwater Wind,true
13375,Janie Har,"['even', 'hunters', 'restricted', 'using', 'large', 'capacity', 'magazines', 'five', 'cartridge', 'limit', 'large', 'game', 'hunting', 'three', 'bird', 'hunting']",Ginny Burdick,true
13376,Bill Wichert,"['see', '34', 'people', 'murdered', 'every', 'single', 'day', 'gunfire', 'america']",Cory Booker,mostly-true
13377,Dave Umhoefer,"['faculty', 'salaries', 'uw', 'system', 'institutions', 'fallen', '18', 'percent', 'national', 'average']",Kevin Reilly,true
13378,Nancy Madsen,"['says', 'virginia', 'biggest', 'state', 'major', 'league', 'sports', 'team']",Jimmy Barrett,true
13379,Sean Gorman,"['average', 'kid', 'comes', 'virginia', 'colleges', '$', '25,000-', 'plus', 'debt']",Bob McDonnell,half-true
13380,Tom Kertscher,"['one', 'every', 'four', 'students', 'fails', 'earn', 'high', 'school', 'diploma', 'our', 'major', 'cities', 'across', 'america', 'half', 'our', 'kids', 'graduate']",Paul Ryan,mostly-true
13381,Caryn Shinske,"['price', 'tag', 'amounted', 'nearly', '$', '4,200', 'every', 'man', 'woman', 'child', 'state']",Steve Lonegan,barely-true
13382,C. Eugene,"['last', 'year', 'handguns', 'killed', '48', 'people', 'japan', '8', 'great', 'britain', '34', 'switzerland', '52', 'canada', '58', 'israel', '21', 'sweden', '42', 'west', 'germany', '10,728', 'united', 'states']",Facebook posts,half-true
13383,Eric Stirgus,"['[', ']', 'he', 'georgia', 'dome', 'returned', '$', '10', 'billion', 'economic', 'impact', 'state', 'georgia']",Zell Miller,false
13384,Amy Sherman,"['says', 'charlie', 'crist', 'missouri', 'rep', 'todd', 'akin', 'hold', 'abortion', 'views', 'exception', 'except', 'life', 'mother']",Lenny Curry,barely-true
13385,Ian K.,"['says', 'nike', 'bill', 'tax', 'break', '...', 'lower', 'taxes', 'nike', 'pay', 'prevent', 'legislature', 'raising', 'taxes', 'future']",John Kitzhaber,mostly-true
13386,Sean Gorman,"['northern', 'virginia', 'heavily', 'trafficked', 'place', 'country']",Bob McDonnell,true
