,author,statement,source,target
1879,Julie Appleby,“Drug overdose deaths decreased in 2018 for the first time in 30 years.”,Ryan Holets,mostly-true
1880,Daniel Funke,“Jacob S. Blake is a Child (16 YO Girl) Rapist.”,Facebook posts,false
1881,Ciara O'Rourke,Photos show that the person who shot three people during a protest over the police shooting of Jacob Blake is a police officer.,Viral image,false
1882,Ciara O'Rourke,These photos show Jacob Blake posing with a gun.,Viral image,false
1883,Tom Kertscher,Says Jill Schupp has shown a “disturbing pattern of putting sex offenders over our safety.”,Ann Wagner,barely-true
1884,Noah Y.,Says Nancy Pelosi passed a bill awarding a $9 billion contract to her husband’s company.,Facebook posts,pants-fire
1885,Bill McCarthy,"Says Joe Biden and Kamala Harris would raise the federal income tax rate for a person with a bi-weekly gross salary of $3,000 to 39.6%, costing “nearly half your paycheck.”",Facebook posts,false
1886,Ciara O'Rourke,Clicking on this link in a text message lets sex traffickers track you.,Facebook posts,false
1887,Miriam Valverde,"Says Joe Biden “voted for the Iraq War … He supported war in Serbia, Syria, Libya.”",Rand Paul,mostly-true
1888,Jon Greenberg,Says Donald Trump “proposes cutting a half a billion dollars of local police support.”,Joe Biden,mostly-true
1889,Bill McCarthy,Democrats and Joe Biden “want to abolish the suburbs altogether by ending single-family home zoning.”,Patricia McCloskey,false
1890,Ciara O'Rourke,"Says Michelle Obama said, “Vote Democrat or the riots and violence will continue.”",Facebook posts,false
1891,Noah Y.,Sen. Steve Daines “voted to give billions in tax breaks to big drug companies even as they raised prices.”,Duty and Honor,half-true
1892,Louis Jacobson,Says Joe Biden and Kamala Harris “want massive tax hikes on working families.”,Nikki Haley,false
1893,Ciara O'Rourke,"“Melania dug up the WH Rose Garden, removing roses from every First Lady since 1913.”",Facebook posts,false
1894,Clara Hendrickson,Says Rep. Elissa Slotkin “voted against condemning cyber attacks by the Chinese Communist Party on American organizations developing COVID-19 treatments.”,Paul Junge,false
1895,Bill McCarthy,"Says Joe Biden’s Democratic National Convention speech “had to be taped in segments, and the segments had to be edited together.”",Rush Limbaugh,pants-fire
1896,Bill McCarthy,“QAnon violence! There is none.”,Greg Gutfeld,false
1897,Madlin Mekelburg,Says a video shared to his social media shows vehicles with broken windows in a parking garage used by state agencies in Texas on “the same night the City of Austin voted to cut $150 million” from the police department.”,George P. Bush,false
1898,Michelle Andrews,“Does the #DemConvention know @NYGovCuomo forced nursing homes across NY to take in COVID positive patients and planted the seeds of infection that killed thousands of grandmothers and grandfathers?”,Michael Caputo,barely-true
1899,Noah Y.,"""In 3 months, Melania took 21 trips to NY, to get her hair done, at taxpayer cost of $675,000 or $32,143/trip.""",Facebook posts,false
1900,Louis Jacobson,"“So this is just a way they’re trying to steal the election, and everybody knows that. Because the only way they’re going to win is by a rigged election.”",Donald Trump,pants-fire
1901,Jon Greenberg,Says Donald Trump's payroll tax deferral “could leave American workers liable for thousands of dollars during tax season and could potentially leave programs like Social Security and Medicare weakened.”,Eugene DePasquale,mostly-true
1902,Haley BeMiller,Kanye West’s access to Wisconsin’s ballot was “denied by liberals.”,Republican Party of Wisconsin,barely-true
1903,Ciara O'Rourke,Photos show former President Barack Obama acting inappropriately with a child.,Viral image,pants-fire
1904,Daniel Funke,“The DNC omitted ‘one nation under God’ from the Pledge of Allegiance.”,Peggy Hubbard,barely-true
1905,Samantha Putterman,Says this photo shows Joe Biden kissing and biting a child on the cheek.,Viral image,false
1906,Ciara O'Rourke,"Says Nancy Pelosi “wants to remove votes from soldiers overseas” and said, “They don’t even live here.”",Viral image,false
1907,Ciara O'Rourke,“The Post Office advises never send cash in the mail. It’s not secure. Vote by mail?”,Facebook posts,barely-true
1908,Ciara O'Rourke,“This USPS employee was caught taking down Trump signs. These people are also responsible for the mail in ballots they are pushing so hard.”,Viral image,half-true
1909,Jon Greenberg,"Says President Barack Obama “spied on my campaign, and got caught!”",Donald Trump,false
1910,Bill McCarthy,"Says Joe Biden told Americans, ‘If you elect me, your taxes are going to be raised, not cut.”",America First,barely-true
1911,Paul Specht,“At UNC 14% of students tested positive.”,Chris Murphy,barely-true
1912,John Pullano,Says Gov. Andrew Cuomo and Democratic lawmakers are “granting free tuition to illegal immigrants while closing Excelsior Scholarship applications to citizen students.”,Robert Ortt,barely-true
1913,Phil Galewitz,"“The fact is that in terms of the risk to schoolkids, this is lower risk than seasonal influenza.”",Ron DeSantis,mostly-true
1914,Ciara O'Rourke,“Thousands of Seattle Democrats gather to demand mail-in voting because it’s too dangerous to vote in-person.”,Viral image,false
1915,Bill McCarthy,"“Biden’s tax rate on a family making 75,000 dollars would go from 12% to 25%.”",Facebook posts,false
1916,Ciara O'Rourke,"Photos show Kamala Harris, Joe Biden, Gretchen Whitmer and Cory Booker violating COVID-19 safety precautions.",Viral image,false
1917,Noah Y.,Goodyear Tires “announced a BAN ON MAGA HATS…This is what the Radical Left Democrats do.”,Donald Trump,barely-true
1918,Paul Specht,“Cal Cunningham has been silent on this on defunding the police; I assume his silence is consent.”,Thom Tillis,false
1919,Warren Fiske,"“When I ran for Congress, I promised to refuse money from corporate PACs. I’ve kept that promise.”",Abigail Spanberger,mostly-true
1920,Ciara O'Rourke,Says Kamala Harris inaccurately “claimed to be bussed in the 60’s due to segregation type issues.”,Facebook posts,false
1921,Ciara O'Rourke,Says Mike Pence “said he won’t debate Kamala Harris.”,Facebook posts,false
1922,Tom Kertscher,"Amid COVID-19, 25 of the 26 Republican governors ""have decided to play football,"" but ""three-fourths"" of the 24 Democratic governors ""have decided not to play already and most will probably not play.”",Tommy Tuberville,false
1923,Ciara O'Rourke,"Says Kamala Harris said, “I don’t like Joe Biden and do not like his history with certain people or who he’s aligned with, he’s trash to me.”",Facebook posts,false
1924,Ciara O'Rourke,"Says Condoleezza Rice said, “If you are taught bitterness and anger, then you will believe you are a victim. You will feel aggrieved and the twin brother of aggrievement is entitlement. So now you think you are owed something and you don’t have to work for it and now you’re on a really bad road to nowhere because there are people who will play to that sense of victimhood, aggrievement and entitlement, and you still won’t have a job.”",Facebook posts,half-true
1925,Ciara O'Rourke,A coloring book that describes Joe Biden as “America’s Sexiest Moderate” is being marketed to children.,Viral image,false
1926,Patrick Orsagos,"“In West Virginia alone, overdoses have increased by 50% during the #COVID-19 pandemic.”",Carol Miller,mostly-true
1927,Louis Jacobson,The United States is “the only major industrial economy to have its unemployment rate triple” since the coronavirus pandemic began.,Bill Clinton,mostly-true
1928,Clara Hendrickson,"“8% of the votes cast” in Michigan’s Aug. 4 primary, 864 mailed ballots, came from dead voters. “NOTHING TO SEE HERE!!!”",Donald Trump Jr.,pants-fire
1929,Ciara O'Rourke,A photo shows Kamala Harris is “listed as Caucasian on her birth certificate.”,Viral image,false
1930,Bill McCarthy,"The coronavirus has seen a “big surge in New Zealand. It's terrible. We don't want that.""",Donald Trump,false
1931,Chris Nichols,"“In California, Democrats have intentionally implemented rolling blackouts.”",Donald Trump,false
1932,Ciara O'Rourke,"Says Ben Shapiro tweeted, “The USPS is not only a bloated and outdate government agency, it is also ineffective and incompetent. It’s been 2 months since my wife went on a Hawaii vacation with her personal trainer; she said she would send me postcards every day and so far none of them have arrived.”",Viral image,false
1933,Jon Greenberg,"""Our (COVID-19) numbers are better than almost all countries.""",Donald Trump,false
1934,Daniel Funke,"Postmaster General Louis DeJoy “gave $400,000 to Republicans just this year” and has “between $30 and $75 million in assets of direct competitors to the United States Postal Service.”",Really American,mostly-true
1935,Aaron Sharockman,"“As of the last 24 hours this is the protocol regarding masks: Masks should only be used by healthcare workers, caretakers or by people who are sick with symptoms like fever and cough.”",Facebook posts,false
1936,Louis Jacobson,"“In one of the states that determined the outcome” of the 2016 presidential race, “the winning margin averaged out to just two votes per precinct, two votes.”",Michelle Obama,true
1937,Samantha Putterman,"""Social Security beneficiaries count on the post office to get their checks.”",Eva Longoria Baston,half-true
1938,Laura Schulte,"Says Democratic presidential nominee Joe Biden backs a fracking ban that would cost 100,000 Wisconsin jobs",Wisconsin Trump Victory,false
1939,Ciara O'Rourke,Contractors hired by government officials to frame Donald Trump are “behind the fake news in mainstream media” and recent protests.,Facebook posts,pants-fire
1940,Noah Y.,“Doug Collins repeatedly joined liberal Stacey Abrams to raise taxes...Kelly’s never voted for a tax increase — and never will.”,Kelly Loeffler,barely-true
1941,Chris Nichols,"“For the past three years, the state senator who represents Speaker Nancy Pelosi’s San Francisco, has led a push to abolish single-family zoning in California.”",Donald Trump,half-true
1942,Madison Czopek,"Says Kamala Harris said, “If elected & you don’t surrender your guns, I will sign an executive order & the police will show up at your door.”",Facebook posts,false
1943,Eric Litke,Says a picture of stacked mailboxes is proof of voter suppression in Wisconsin,Facebook posts,false
1944,Victoria Knight,"“[Steve] Bullock’s health care plan will force rural hospitals to close. Medicare as we know it will change, replaced by a government-run program with fewer doctors and longer wait times.”",National Republican Senatorial Committee,false
